episode,method,success,length
0,baseline,0,200
1,baseline,0,200
2,baseline,0,200
3,baseline,0,200
4,baseline,0,200
5,baseline,0,200
6,baseline,0,200
7,baseline,1,165
8,baseline,0,200
9,baseline,0,200
10,baseline,0,200
11,baseline,0,200
12,baseline,0,200
13,baseline,0,200
14,baseline,0,200
15,baseline,0,200
16,baseline,0,200
17,baseline,0,200
18,baseline,0,200
19,baseline,0,200
20,baseline,0,200
21,baseline,0,200
22,baseline,0,200
23,baseline,0,200
24,baseline,0,200
25,baseline,0,200
26,baseline,0,200
27,baseline,0,200
28,baseline,0,200
29,baseline,0,200
30,baseline,0,200
31,baseline,0,200
32,baseline,0,200
33,baseline,0,200
34,baseline,0,200
35,baseline,0,200
36,baseline,0,200
37,baseline,1,104
38,baseline,1,62
39,baseline,0,200
40,baseline,0,200
41,baseline,0,200
42,baseline,0,200
43,baseline,0,200
44,baseline,0,200
45,baseline,0,200
46,baseline,0,200
47,baseline,0,200
48,baseline,0,200
49,baseline,0,200
50,baseline,0,200
51,baseline,0,200
52,baseline,0,200
53,baseline,0,200
54,baseline,0,200
55,baseline,0,200
56,baseline,0,200
57,baseline,0,200
58,baseline,0,200
59,baseline,0,200
60,baseline,0,200
61,baseline,0,200
62,baseline,1,163
63,baseline,0,200
64,baseline,0,200
65,baseline,0,200
66,baseline,0,200
67,baseline,0,200
68,baseline,0,200
69,baseline,0,200
70,baseline,0,200
71,baseline,0,200
72,baseline,0,200
73,baseline,0,200
74,baseline,0,200
75,baseline,0,200
76,baseline,0,200
77,baseline,1,127
78,baseline,0,200
79,baseline,1,152
80,baseline,0,200
81,baseline,1,73
82,baseline,0,200
83,baseline,0,200
84,baseline,0,200
85,baseline,0,200
86,baseline,0,200
87,baseline,0,200
88,baseline,0,200
89,baseline,0,200
90,baseline,0,200
91,baseline,0,200
92,baseline,0,200
93,baseline,0,200
94,baseline,0,200
95,baseline,0,200
96,baseline,0,200
97,baseline,1,66
98,baseline,0,200
99,baseline,0,200
0,oracle_lookahead_k8,1,148
1,oracle_lookahead_k8,1,140
2,oracle_lookahead_k8,1,64
3,oracle_lookahead_k8,1,60
4,oracle_lookahead_k8,1,148
5,oracle_lookahead_k8,1,103
6,oracle_lookahead_k8,1,58
7,oracle_lookahead_k8,1,67
8,oracle_lookahead_k8,1,152
9,oracle_lookahead_k8,1,141
10,oracle_lookahead_k8,0,200
11,oracle_lookahead_k8,1,67
12,oracle_lookahead_k8,1,149
13,oracle_lookahead_k8,1,50
14,oracle_lookahead_k8,1,145
15,oracle_lookahead_k8,1,62
16,oracle_lookahead_k8,1,199
17,oracle_lookahead_k8,1,62
18,oracle_lookahead_k8,0,200
19,oracle_lookahead_k8,1,57
20,oracle_lookahead_k8,1,69
21,oracle_lookahead_k8,1,141
22,oracle_lookahead_k8,1,58
23,oracle_lookahead_k8,0,200
24,oracle_lookahead_k8,1,63
25,oracle_lookahead_k8,1,58
26,oracle_lookahead_k8,1,67
27,oracle_lookahead_k8,1,104
28,oracle_lookahead_k8,1,193
29,oracle_lookahead_k8,1,58
30,oracle_lookahead_k8,1,146
31,oracle_lookahead_k8,1,137
32,oracle_lookahead_k8,0,200
33,oracle_lookahead_k8,1,64
34,oracle_lookahead_k8,1,96
35,oracle_lookahead_k8,1,60
36,oracle_lookahead_k8,1,101
37,oracle_lookahead_k8,1,56
38,oracle_lookahead_k8,1,59
39,oracle_lookahead_k8,1,199
40,oracle_lookahead_k8,1,63
41,oracle_lookahead_k8,1,60
42,oracle_lookahead_k8,0,200
43,oracle_lookahead_k8,1,150
44,oracle_lookahead_k8,1,150
45,oracle_lookahead_k8,1,106
46,oracle_lookahead_k8,1,63
47,oracle_lookahead_k8,1,60
48,oracle_lookahead_k8,1,145
49,oracle_lookahead_k8,1,59
50,oracle_lookahead_k8,0,200
51,oracle_lookahead_k8,1,61
52,oracle_lookahead_k8,1,65
53,oracle_lookahead_k8,0,200
54,oracle_lookahead_k8,1,58
55,oracle_lookahead_k8,0,200
56,oracle_lookahead_k8,1,57
57,oracle_lookahead_k8,1,59
58,oracle_lookahead_k8,1,196
59,oracle_lookahead_k8,1,60
60,oracle_lookahead_k8,1,114
61,oracle_lookahead_k8,1,52
62,oracle_lookahead_k8,1,77
63,oracle_lookahead_k8,1,113
64,oracle_lookahead_k8,1,62
65,oracle_lookahead_k8,1,59
66,oracle_lookahead_k8,1,59
67,oracle_lookahead_k8,0,200
68,oracle_lookahead_k8,0,200
69,oracle_lookahead_k8,1,58
70,oracle_lookahead_k8,1,57
71,oracle_lookahead_k8,1,60
72,oracle_lookahead_k8,1,58
73,oracle_lookahead_k8,1,104
74,oracle_lookahead_k8,1,139
75,oracle_lookahead_k8,1,62
76,oracle_lookahead_k8,1,60
77,oracle_lookahead_k8,1,61
78,oracle_lookahead_k8,1,60
79,oracle_lookahead_k8,0,200
80,oracle_lookahead_k8,0,200
81,oracle_lookahead_k8,1,188
82,oracle_lookahead_k8,1,68
83,oracle_lookahead_k8,1,51
84,oracle_lookahead_k8,1,192
85,oracle_lookahead_k8,0,200
86,oracle_lookahead_k8,1,62
